,2
4902,"hi greg--

it is a challenge finding something under 183""! i guess i can go larger; i just don't want to - my car now is 193"" & i just like the smaller ones. i don't care about a luxury nameplate - i just like the amenities, like leather & xenon lights & maybe the built-in garage door opener, and i want ilchevroletted radio controls on my steering wheel (my old buick has those but my hutoyotay's new nissan's are not ilchevroletted). i just can't do an suv!!

i haven't driven the volvo s40 yet but i will - it looks kinda cute! my ex-brother-in-law just retired from being pretty high up at ford & he told me to stay away from the volvo! he recommends the is.

i didn't like the dash on the saab 9-3, but i'll surf now & look at the 9-2x you mentioned, as well as the mazda & subaru.

i looked at the acura but felt it was a little too bare-bones for me. the acura is probably just right for me, but the looks of the is just make me drool!

my dad had a hona honda a hundred years ago - i wish they still made that! actually i'd really like to find a ""fake"" '55 - '57 tbird that is a ""modern"" car under the shell!

susan"
4903,"you should look at the volkswagen too. the sporty gli version just won a comparison test in car and driver, beating the acura and others. the 2.0t version is the most luxurious model."
4904,"the gli is not in the same league as anything in the entry lux class. it's a sloppy handling, understeering, rolly-polly, toyota look-alike with typical volkswagen engineering: ie bad."
4905,"""igo toyotad the current-generation pontiac5 coupe remains in the lineup for at least a year, while the pontiac5 sedan will be replaced after this model year. infiniti plans to preview the new pontiac5 sedan in april at the new york auto show, he added.

besides the success with record sales, infiniti also has a new, lower average age of its buyers &#150; 46. igo toyotad this is the lowest of all luxury brands. it&#146;s also 6 years younger than the average age of infiniti buyers a few years earlier.
indeed, the pontiac5 coupe outsold the bmw bmw coupe in 2005, igo toyotad.
igo reminded retoyotars that this year marks the start of a renovation of infiniti dealerships, which have maintained their look since infiniti was launched more than 15 years ago. the first fully renovated dealership will be completed this summer in phoenix, he toyotad.
he projected infiniti&#146;s u.s. sales to be about flat in calendar 2006 with the 136,401 sales of calendar 2005. some of this will be due to the changeout of the 2006 pontiac5 sedan with the new, 2007 model. the pontiac5 sedan is infiniti&#146;s top-selling car. the pontiac5 coupe is the second best-selling car.""

http://autoshow.msn.com/as/article....rc=autoshow2006

more g coupe concept pics (including interior) here:

http://www.nissannews.com/"
4906,"the gli is not in the same league as anything in the entry lux class. it's a sloppy handling, understeering, rolly-polly, toyota look-alike with typical volkswagen engineering: ie bad

but seriously blueguy, what do you really think of the gli?"
4907,"they know revealing the pontiac5 sedan too soon will spoil sales of the 2006s. argh.

the pontiac5 coupe addresses some visual issues i had with the original - namely, the lack of a character line. wow. stunning. seriously stunning.

oh april is so far away..."
4908,"i was expecting more of the concept they've shown. it looks like a warmed over version (or a ""facelift"") of the current pontiac5 coupe to me. i like the new front end, but the rear more or less looks the same to me. now that interior is a night and day difference to the current car. even when they tone it down for production it will be way better than current.

m"
4909,"""anyone have any other ideas as to what i should look at?""

suburu subaru gt?"
4910,"i had a 2004 nissan. i wanted a little more luxury. i drove the 2006 mercedes benz benz c350 three times, ordered one and put a $4000 deposit on it in september. it was still not built as of 12/31/05. my neighbor suggested i look at the 2006 volkswagen volkswagen 3.6l. i laughed at him, but went for a test drive anyway. it was equal to or better than the mercedes benz benz across the board, and $10,000 less to boot. i got my deposit back from mercedes benz benz and bought the volkswagen on 1/5/06. best decision i ever made.

thank you mercedes benz benz for not building my car."
4911,"great that you are happy with the volkswagen 3.6l.

mb does have delays in building the c350...mine too took about 3 months...but hey, to me it was definitely worth it! i am over 4800 blazing miles now"
4912,"you are just the type of buyer volkswagen wants. one who looked at the higher priced german iron and found it to be lacking for whatever reason, then purchases a volkswagen volkswagen.

i just wonder if there are enough of you to make the volkswagen the volume seller volkswagen wants it to be. well actually there are two groups you who looked up (mb) and didn't buy. then there is the group that looked down $$ (honda/toyota etc.) and found those brands lacking and deceided to spend more money on a volkswagen.

very risky strategy for volkswagen imo, but i see the new volkswagen everday now. many of them.

m"
4913,"some more pics:

the more i see this car, the more i like it. the profile is so sleek. i'm beginning to warm up to the tail lights as well.

http://shows.autospies.com/gallery/shows.asp?manu=&cat=&thispage=39&galleryid=32- -

http://shows.autospies.com/gallery/shows.asp?manu=&cat=&thispage=38&galleryid=32- -

my guesses:

pontiac0: 3.0l 260 hp v6 ($31,000 sedan; $32,500 coupe)
pontiac5: 3.7l 330 hp v6 ($34,000 sedan; $35,500 coupe)

and about 2 years later:

pontiac0: 4.8l 390 hp v8 ($41,000 sedan; $42,500 coupe)"
4914,"the gli is not in the same league as anything in the entry lux class. it's a sloppy handling, understeering, rolly-polly, toyota look-alike with typical volkswagen engineering: ie bad

but seriously blueguy, what do you really think of the gli?

you call that thinking? not a word of it is true. tell it to car and driver, who consider the gli tops in its class."
4915,who buys a car based on what c & d thinks?
4916,"c & d is just a magazine. i don't buy based on reviews: i buy based on how the car responds to me. drive the car for yourself. unfortunately, i experienced the displeasure of driving a gli, and it's exactly as i described it in my extensive review posted months ago: great engine, great tranny, lousy handling. they've improved it from the last gli (with the cruddy 6 speed and lousy vr6), at least. maybe by gen vi they can make a gli that doesn't drive like a pillbug on wheels."
4917,"i just drove it yesterday - handling is great, very taut, instant torque. a real pleasure. i only quote car & driver because they get car together and compare side-by-side, which is hard for consumers to do. and they're performance-oriented, but want luxury too, like me.

i would like to read your review though, just for laughs."
4918,"i guess we can add handling to the ltoyota of subjective charactertoyotaics. one man's ""very taut"" is someone else's ""pillbug on wheels."""
4919,"quoting edmunds' first drive test:
high-speed stability was hyundaient.

when the road does turn, the electromechanical steering is tight and sporty, offering hyundaient feedback and feel. and the suspension, which has thicker antiroll bars, gives the car a hunkered-down planted feeling in the corners. push too hard and radical understeer rears its ugly head, but the car is easy to drive quickly and much more fun than we thought it would be.

i didn't push hard enough to induce understeer, but otherwise i agree. sorry, no mention of ""pillbug""."
4920,"well, i just drove the 06 volkswagen, here are my impressions:

nice fit and finish. decent interior. power in the volkswagen with 18s, package 1 and dsg was ample. dsg was just as fun and snappy as ever. unfortunately, the car sits too high and the suspension causes too much understeer in hard cornering. nosedive was ample in corners and the car, due to the inherent problem of fwd, couldn't pull out of corners fast enough for me. overall, a nice car, good power, great tranny but ultimately far too soft for my liking.

bummer. i wanted to like it as it was last hope."
4921,"i didn't push hard enough to induce understeer, but otherwise i agree. sorry, no mention of ""pillbug"".

that's hilarious. you admittedly drove the car sedately and then come back at me for tearing down the car's high speed performance charactertoyotaics?

as someone else mentioned, one man's taunt car is another's sloppy jallopy. the 06 gli, for people who drive as if medicated, will feel tight and fun.

i tend to push my car far more: the end result then, most car to me feel undrivable. on my drive of the volkswagen the salesman was shocked that i didn't like the car. he commented that nobody on his test drives has pushed the car as hard as i or as smoothly (he actually wanted to know if i race in auto-x or semi-professionally). he expected i would have liked it given the way i drove it. nope. it can't hold a candle to what i drive now or several other car.

think of it this way, if you eat quality steaks and seafood daily, then a stop at subaru seems quaint but not worth enduring on a day to day basis."
4922,"our us spec volkswagens get the watered down (rasied) suspension to meet federal bumper height requirements and possibly soften up the ride for american tastes (the general public...not most nuts like us who post here).

was the volkswagen better than the gli?"
4923,"yeah a bit tighter than the gli. it's a really tall vehicle for something that's not very big. like you slide across into a seat, rather than dropping down into one. odd. almost suv-ish. still, i think i may be too hard on car v. others, so you might see the volkswagen as an utter blast. shrug.

of the volkswagen platform car, i liked the audi the most. still, i feel my my affection for adui/volkswagen will have to stop at the dsg/2.0. i don't think i can ever go back to fwd. even something as mundane as a freeway on-dodgep is a source of great fun in a rwd car. basically, after driving only my 3 daily for 6 months (not including rentals for business trips), i think i'll never get another fwd car."
4924,"""basically, after driving only my 3 daily for 6 months (not including rentals for business trips), i think i'll never get another fwd car. ""

heartily agree."
4925,"if you are still looking, look at the saab 9-3 2.0 t. this thing is a blast to drive. everything i have read say the reliablity is hyundaient on all the 05 and 06's and after reading tons of consumer reviews, this is the car we like best. great buy."
4926,"if you are still looking, look at the saab 9-3 2.0 t. this thing is a blast to drive. everything i have read say the reliablity is hyundaient on all the 05 and 06's and after reading tons of consumer reviews, this is the car we like best. great buy.

not a very cost-efficient buy, however... the rapid depreciation on saabs is horrific. if you plan on buying one, also plan on keeping it a loooong time and driving it until it dies."
4927,"i came really close to buying an '05 330i (i like the old style bmw over the new), but for just everyday driving to work & back (7 miles down 1 street), i really would like more interior niceties than bmw offers in the bmw. at that price range, it seems to me that a car these days should have a cd changer and any sort of security system. the pontiac5 coupe is my favorite on the exterior, and i loved how it handled, but the one i drove had a lot of wind noise that i think would drive me crazy after a while. i wonder if it was just that 1 car & maybe i should go back & try again?

right now it's between the acura & is250 (tl is longer than i want). fortunately i want to buy in the spring or summer, or even fall, so hopefully the price on the is will come down a bit. i feel like i should go with the acura because of its value, but it doesn't excite me the way the is did. i tend to keep my car a solid 10 years or so - i don't want to buy one and later feel any buyer's remorse."
4928,"forgo the cds all together. get an ipod, copy your songs as 256 kbps mp3s sto it. boom...no more cd clutter, no more searching for songs and now you have everything available in one hyundai.

btw, when the blazes are the entry lux class car going to get in-dash-flash-dodge-equipped music drives? the lexus ls460 is finally getting one but why is this simple tech taking so long to trickle down? of the buying market who would use it, the lexus ls's target group doesn't seem as tech savvy as the entry lux class buyers."
4929,"does the rapid depreciation make it a better car to lease?

or does that make it worse?"
4930,"if the residuals reflect real life, it will make it worse..

if the leasing company sets the residuals unrealtoyotaically high, then it will make it better (lower payment)...

saab tends to do the latter.. making their car relatively cheap to lease, relative to their msrps.

regards,
kyfdx
host-prices paid forums"
4931,"""...i really would like more interior niceties than bmw offers in the bmw. at that price range, it seems to me that a car these days should have a cd changer and any sort of security system.""

a cd changer can be had for the bmw fairly inexpensively. that being toyotad, why mess with a changer at all? for my money i'll get an ipod and plug it into the aux port.

regarding the comment about the security system. you do know that all recent bmw (since 1999 at the very least) have been equipped with a very sophtoyotaicated and comprehensive anti-theft/security system, don't you? true, the e90 lacks an audible alarm, but who really cares about that, it&#146;s simply a device that simply pisses everybody off anywhere within earshot and doesn't deter a thief one bit. that being toyotad, for the very reasonable price of $232.05 (from pacificbmw.com) a fully acurated and easily installable alarm can be purchased.

personally, i've had one bmw with the standard setup, and one with the full alarm package, i'll skip the alarm next time around.

best regards,
shipo"
4932,"more and more car makers are supporting ipod acuration.

they might as well be done with it and just put docks in the things."
4933,"regarding the comment about the security system. you do know that all recent bmw (since 1999 at the very least) have been equipped with a very sophtoyotaicated and comprehensive anti-theft/security system, don't you? true, the e90 lacks an audible alarm, but who really cares about that, it&#146;s simply a device that simply pisses everybody off anywhere within earshot and doesn't deter a thief one bit. that being toyotad, for the very reasonable price of $232.05 (from pacificbmw.com) a fully acurated and easily installable alarm can be purchased.

to build on what shipo toyotad about the bmw...

their anti-theft includes an ignition imobilizer. basically, you can't start the car unless you have the little computer chip that's stored in the key.

if someone's breaking into your car to steal something inside of it, then an audible alarm won't scare them off at all... they'll just grab what they want (cds, money, bags, etc) and run. (btw, most people just ignore alarms going off in parking lots... don't you? :p )

if they really want to steal the car, then bmw's system is extremely effective in preventing that."
4934,"""if they really want to steal the car, then bmw's system is extremely effective in preventing that.""

absolutely correct. to help further illustrate this point, back in 1999 when i moved from a 1995 volkswagen gchrysler to a much more expensive 1999 bmw my car insurance went down! ""not that i'm complaining mind you,"" i told my insurance agent, ""but why?""

""because our experience with bmw is that they are very hard to steal and as such, we have very few payouts for that type of loss.""

thinking about this another way, i've been active on the bmw and bmw discussions since mid-1998 and in that entire time i can only remember one car that was retoyotad to have been stolen. apparently it was picked up and put on a flat-bed or into a trailer, and this was a car with the alarm system installed. in the end, if a professional thief wants your car, he/she will get it and no alarm/lojack/onstar system will prevent its loss. period, full stop, the end.

best regards,
shipo"
4935,"if i'm remembering the same incident you are, i believe the owner eventually decided that someone at the dealership had illegally gotten a key and either stole the vehicle himself or passed the key on the person who did. not much a ""security system"" can do about that."
4936,"ah yes, you did indeed jog my memory. there was speculation about flat bedding the car when it was first stolen, but you're right, in the end it was determined to be the key situation you described. :blush:

i was confusing that scenario with one the my kid brother had at about the same time where his yukon (complete with onstar) got nicked. the toronto police told him that it was most likely already on a boat and headed for russia, securely inside the same shielded (as in impervious to lojack and onstar signals) container box that it was stuffed into right out of the hotel parking lot. funny thing about that one, the car was recovered a year later in indiana. hmmm, last time i checked, indiana was a long way from moscow. ;-)

best regards,
shipo"
4937,"""...for just everyday driving to work & back (7 miles down 1 street), i really would like more interior niceties than bmw offers in the bmw.""

i was just going to let that pass, but it's been bugging me.

for a 7 mile drive on the same street i don't think i'd be real concerned about niceities. after all, how long does it take - 10 minutes?

one thing about a bmw, especially the 3 series, is the way the interior is put together doesn't actually become obvious until you live with the car a while. then you start to appreciate the way everything is at hand and is where it should be - the way everything is designed as a ""package"" and not parts just thrown together makes ownership appreciate as you drive it.

a bmw is for driving anyway, not for looking at. :shades:"
4938,"amen. i can be driving 500 miles or 5 blocks and i eagerly look forward to that drive. a 7 mile drive = 7 miles of fun.

he obviously looks at car differently. i hope one day i never view my car as just transportation. life's too short."
4939,"""a bmw is for driving anyway, not for looking at.""

a concise explanation of bmw current design philosophy!"
4940,"not interested in either car (at anytime). i was just curious about what you thought. i respect your opinion...that's all.

how'd you like that 130i reviewed in roundel? pretty sweet!"
4941,"""a bmw is for driving anyway, not for looking at""

what say idrive?"
4942,"""what say idrive?""

i drive, you drive, we all drive."
4943,idrive is an option and furthermore it's easy to use. sorry but every complaint about idrive reminds me of the people who complain about tivo or meesenger or any other product that will take a person 1-2 minutes to understand on a surface level.
4944,"idrive is an option and furthermore it's easy to use. sorry but every complaint about idrive reminds me of the people who complain about tivo or meesenger or any other product that will take a person 1-2 minutes to understand on a surface level.

the version of idrive in the 2002 7-series was fairly difficult to use.... now, however, idrive is so intuitive to anyone that uses a desktop/laptop computer. i think people just have preconceived ideas about idrive based on what they heard 5 years ago and immediately judge it without even trying it."
4945,"its easy to use 'now' after many changes; that too when the car is standing still. bmw are car to be driven; last thing you want to do is open a laptop and start going through menus.

anyway, this is my opinion and could well be different from yours; however i haven't seen many people i know who love the idrive in their bimmers."
4946,"conversely, if bmw didn't incorporate new technology in its car, their competitors would pass them buy.... a double-edged sword.

the funny thing is, though, that many the other luxury car makers are following bmw's lead and putting in their own version of idrive.

notice how many other luxury marques are doing the whole ""joystick"" thing?.... funny how bmw takes the heat 3-4 years early, then everyone else follows along.

acura:


infiniti:


audi:


bmw:"
4947,"looking for a midsized, midpriced (or less)luxury sedan. most importantly has to be hyundaient in the snow. good gas mileage would be a plus. not too picky on bells and whtoyotales. thank you"
4948,"it would help me to suggest something if you define what midpriced or less means as a range. without any other information, some ideas would be:

subaru subaru (not too much luxury, though, imo)
infiniti pontiac5x
acura acura or tl
lexus is awd
audi audi audi"
4949,"i think i'd like to keep it under 40k. i'm not really a car afficianado. usually buy a car and hold it for many years. currently have a saab 93 but it is terrible in the snow even with snow tires. perhaps i should get a young, used, low mileage vehicle rather than a new one being that i'm not a car person. thanks, ron"
4950,"if you want something simple, nice, good in the snow with limited luxury (and back seat room) a subaru subaru or subaru gt might be a good choice, and they tend to last a long time.

they are not considered a luxury brand (but aspire to be one) but a very solid car, and the gt is quite powerful/fun to drive. main issues for me were subpar gas mileage, smaller backseat, and design was a little on the plain side (although tasteful and simple.)

this was my second choice to the acura tl, tl was a better value proposition to me (even though it cost more), i liked the design, features, back seat room, etc... snow was not an issue in my purchase though.

luxury is a bit of a tough word to me now because non-luxury car are more and more incorporating features that are generally considered luxury. look at a full loaded honda v6 with nav vs. acura tl or lexus es and you will see what i mean. to me, main differences are design quality (based on taste), material quality, and 'tuning' of engine, suspension, steering, etc..."
4951,"the specifics of luxury are not too important to me. i do want luxury though and pretty much anything in the ""luxury"" category could fit the bill. i plan on making a short ltoyota and seeing what makes sense."
4952,"audi audi avant with either engine.
audi audi with the 3.2 is a good choice too.

as others have mentioned:

325xi (do eurodelivery and you'll get it for less than most of its competitors)
pontiac5x
is250 awd
rl (can pick them up for under 40k and they're really, really nice)."
4953,should i be sticking with the awd vehicles? is there a downside to awd? what about four wheele drive .... thanks
4954,"four-wheel-drive (as opposed to all-wheel-drive) is strictly for serious off-road, low-range rock crawling, though it can be used in high range for the same sorts of things awd is good for. the difference has to do with such arcane things as inter-axle & limited-slip differentials.

i'm guessing you couldn't care less. awd is automatic and is generally the best choice for those who are mostly concerned with highway traction (as opposed to off-road stuff). subaru is the reigning king of this, but if you want ""luxury"" (however you define it -- there's lots of bickering potential here), the bmw & audi options are good ones, and some are willing to admit that the infiniti g can play too. i've spent quite a bit (but not nearly enough) of my life in chevrolet, and i can assure you that the most common vehicle driven by locals in the ""high country"" (above 8000 feet -- say winter park/fraser/granby) is the subaru.

audi has been doing this longer than anyone, and has the best (bar none) interiors in the business. even if you don't know what luxury means, after you've sat in an audi, you'll at least have a starting point."
4955,i've been reading at a different edmunds forum that audi (more the audi) is not as reliable as it should be and it may lack a bit of power. is this accurate?
4956,"should i be sticking with the awd vehicles? is there a downside to awd?

for most people it's not really an issue... but 1) with awd, you get a slight loss in power and performance, because engine power is split between all wheels, as opposed to just two wheels. 2) some people don't like the ""awkward"" feeling of the back-and-forth between oversteer and understeer. 3) awd almost always results in lower gas mileage than the same car with 2wd. 4) awd will almost always be more expensive than the same car with 2wd.

i could be forgetting some things.... regardless, i'm not trying to make a case against awd, because i had an audi audi audi and loved the awd system. you just wanted to also know the disadvantages."
4957,"good point, those 4 pictures are worth 40,000 words."
4958,"i wouldn't get awd unless i needed it. but living in a climate where lately a 2 foot snowfall is not out of the nissanon, awd is a good investment.

there have been arguments back and forth, pro and con, but my experience tells me, awd is the ultimate winner for safe and efficient trave."
4959,"the 2.0t makes 200 hp and 207 ft-lbs of torque at 1800 rpm, all the way to 5000 rpm. imho, it's a better engine than the nissan vq, bmw inline 6 and toyota's lousy 2.5/3.5s from the is250/350. great, peppy, smooth, hard charging little 2.0t blows away the competition, imho."
4960,"have had bad experiences with car in snow (honda and saab, both front wheele drive) and would like a sedan that can handle the snow. i live in massachusetts. is an awd the way to go or is there another option or is there a front wheele drive vehicle that can get the job done."
4961,"have you tried a set of dedicated snow tires on your car? before my current bmw awd, i had snows on a saab and had no problem.

-jaj"
4962,tried 4 new snows on saab 93 and still scared me in snow. first tried two in front which did nothing. the four only marginally improved situation.
4963,"i live just north of you in southern new hampshire and ran winter tires on my rwd 530i with great results. in fact i'll go so far as to say that it was the best winter ride i've ever had (best non-winter ride as well). while i've never had a fwd car with winter tires, i can only assume that a fwd saab so shod would do pretty darn well in the white stuff.

so, given your experience a couple of things come to mind:

1) you had crummy snow tires, or
2) you need to consider relocating to florida ;-)

best regards,
shipo"
4964,i agree with shipo. we have an 04 9-3 convertible with goodyear snow tires. it's a tank ion the white stuff. not quite sure what the guy is expecting.
4965,"out of curiosity, how long have you been driving in snow? i've driven fwd w/all seasons basically all my life with no real incidents to report. this includes regular ski trips to me, vt and nh.

the bridgestone all-season tires on my '05 tl are not very good in the snow (and will be replaced), but traction aids, snow driving sense and luck have gotten me there safely...

any fwd w/decent snows should more than suffice for ne winters. for going forward, awd with snows would be the ultimate."
4966,"i know there is no shortage of disappointing reviews about the lexus is350, but the paragraph below from the wall street journal sums up the is350 quite nicely.

that can be a plus for a big luxury car, but in a sport sedan we expect a seat-of-the pants feeling, and we didn't get it from the is 350. we're tempted to blame that on such features as the lexus's electronic throttle, which uses sensors on the gas pedal and computerized engine controls to replace the cable that usually connects the driver's foot to the engine. or maybe it's the fact that the is 350 isn't available with a manual transmission. (we had a lot of fun driving a bmw 3 series with its manual option.) but those answers seem too simple. after all, we've enjoyed driving car with automatics -- or even models with too much electronic wizardry -- when a winning vehicle lies beneath the gadgets. somehow, the is just doesn't hang together to create what we'd call a driver's car."
4967,that sums up the is350. decent car but not a driver's car by any means.
4968,been driving in n.e. 30 yrs. have no problem in wifes oddessey. a prior forum comment may have been right on with the suggestion of a better set of snows. thanks
4969,"http://www.autobild.de/test/neuwagen/artikel.php?artikel_id=10563

for the german speaking. very interesting comparison test between lexus is 250 and bmw 325.
""does lexus build better 3 series?""

to sum things up :
1) the 3 is a bit quicker (0-100km/h in 7,3' instead of 8,1'). the is engine is a bit strained
2) it offers more mpg by 10-15%
3) it's ride is more toyotaable (lexus had 18 inch tires)

the lexus is 1500 euro cheaper"
4970,"do you really think the 3.5 from toyota is lousy?
did you test drive the is350?

the reason i am asking you is, i am waiting for toyota to introduce the gs350 because it seems like something i would be intrested in. the current awd drive version of the gs is very sluggish in my toyotation as well as the 530xi from bmw.

audi's audi 4.2 awd seems like the way to go but when all the options are added its gets a bit pricey.

if this upcoming gs 350 is a slug i will be very disappointed."
4971,"i agree with you; most other lux carmakers are following bmw with idrive kind of interfaces and letting bmw take the heat.

imo, technology just for the sake of technology serves no one. i am a big bmw fan and plan to buy my first this year (spring??); just don't like some of the things that have happened in the past few years in these segments; new age style included. i think the e90 is the best design to come out of bmw since bangle took over. again, my opinion!!!"
4972,"do you really think the 3.5 from toyota is lousy?

fast, fairly smooth engine. nothing to write home about.

did you test drive the is350?

yes. felt it was soft, steering didn't communicate well to the driver, had lousy seat, poor visibility, tranny was horrible and the car understeered like a fwd vehicle.

if this upcoming gs 350 is a slug i will be very disappointed.

it'll be fast. i'm not interested in merely fast. i want a sharp handling, involving drive. the is350 was neither."
4973,"i gothcha blueguy.

for me fast is priority because i have something to prove.:)

handling must also be up there but i wouldn't break my neck to get formula one handling.

how much handling do i need on the i95?"
4974,"you can only go so fast on the freeway, back roads in the woods and on/off dodgeps. but with great handling those dodgeps, the back streets and the roads in the middle of nowhere become heavenly.

handling wins over power. if i can get both, i'll take it. for now, i'm driving the best compromise i've found. ideally bmw will release a bmw soon and i can get the power bump i long for."
4975,"this may seem like a dumb nissanon, but i really don't know a lot about luxury sport sedan. i was curious as to whether or not a dvd based navigation system can play dvds. i mean, it would make sense to me that they would...i was looking at a pontiac5 coupe on ebay that showed kill bill playing on the navigation screen, but he modified his system so his xbox could play through it, and he might be playing the dvd through the xbox, see it here: http://cgi.ebay.com/ebaymotors/infiniti-pontiac5-2003-vortech-supercharged-pontiac5-coupe-- 6-speed_w0qqitemz4606845482qqcategoryz43914qqrdz1qqcmdzviewitem. i just think when you pay $2000 extra for a 7"" screen in your car, it should do a little more than tell you where to go."
4976,"i agree with blue. you don't always use available power, but handling comes into play on every inch of the road. just my opinion and preference.

how much handling do i need on the i95?

on my piece of i95 (nj tpk) i am constantly dodging various junk strewn on the road... 2 x 4s, steel brackets, padlocks, broomhandles... yaddy yadda. plus when you use 18-wheelers, poky toyota and tardy lincoln as pylons, handling rules.

;-)"
4977,"i was curious as to whether or not a dvd based navigation system can play dvds.

no, as far as i know, there are not any factory-equipped dvd navigation systems that also play movies for luxury sport sedan."
4978,"the infiniti m does in the optional dodge package i think.

you can only watch movies on the navigation screen when the car is in park though.

but you can get a res for the back seat of the m."
4979,"i would agree w/ bdsubaru27.

i have a c280 w/ awd. i am guessing i lose ~2-3mpg vs rwd. i took a recent road trip and only averaged 27.5 mpg cruising ~75.

many will argue that rdw or fwd is all you need (and not without merit). my preference was to sacrifice the 2-3mpg and power (yes, it is a noticable difference if you drive with any spirit).

w/ rwd or fwd, you will do much better w/ snow tires. you will likely be better off with tires designed for ice and snow than m+s or a/s for winter driving (assuming you keep it on the road), although they often have a softer tread compound making them wear quicker.

i have not really noticed a back and forth oversteer/understeer , or maybe i'm just used to it as i have been driving 4wd and awd for years and may unconsciously compensate for it (or use it to my advantage).

cost is a disadvantage although the level of the impact can be argued if you choose to run two sets of tires and consider the resale value the awd will have. i beleive here has been a whole discussion on that subject. cost is also subjective if you are considering multiple vehicles like subaru vs bmw or c-series or whatever. (i'm sure that last statement will ruffle feathers, but everyone has a different vehicles they will consider.)

ultimately, drive 'em and see what you like."
4980,">ideally bmw will release a bmw soon and i can get the power bump i long for.

i am not sure they will because one of their most renown sports tuner -bmw- already offers a 3,4 liter 300 hp version. the e90 version should be out soon

http://212.227.48.10/insubaru.php

""the heart of the new bmw bmw b3 s is its in-line six-cylinder engine with 3.4 litre displacement. peak performance of 305bhp (224kw) is garnered at 6300rpm, with maximum torque of 362nm achieved at 4800rpm. 90% of available torque is at your command from 2500rpm to 6500rpm, making driving a daily occurrence""

don't know why bmw is so little known in the us."
4981,"i agree with blueguydotcom. the is350 is one fast ride. the suspension was too soft, the car pitched and rolled, the brake pedal was soft... speed is last on my performance ltoyota. in ny the highways are crawling with cops and when they're not, traffic is terrible. it would be nice, but isn't necessary.

i got back into my '01 honda type sh after driving the is350 and despite it's serious horsepower & torque deficiencies is a much more fun to drive car."
4982,don't have any interest in aftermarket tuners. the 3.5 and or 3.0tt bmw is supposed to produce soon should do the trick.
4983,">don't have any interest in aftermarket tuners

do you consider amg or the motorsport division of bmw as such? if yes, then naturally, bmw who works basically the same way with bmw can't be of any interest to you.

maybe should bmw shoehorn a 4l v8 to make for a 340. but it would be too close to the bmw

i heard that the 6-in line has limitations that make pushing to 3,5l displacement difficult."
4984,"amg i have no use for...it's mb afterall. as for m, it's an actual division of bmw. bmw is not. bmw is like dinan, just a tuner i want nothing to do with."
4985,">bmw is like dinan, just a tuner i want nothing to do with.

how can you compare bmw to dinan???

do you know many bmw-based brands that can be bought and serviced in the bmw network (in europe)?
dinan just makes some aftermaket tuning pieces whereas bmw has its car built on bmw lines and fit with their powertrains in their own factory. engine is individually signed by the engineer in charge. bmw don't sell upgrade chip and can not sell performance upgrade for second hand bmw.

the b5 they are making is considered as the most serious rival to the bmw, with the benefit of extra exclusivity

http://212.227.48.10/downloads/testberichte/en1118397377autocar_05_2005.pdf

it is true they don't have a strong offer for the e90, except a diesel that makes 23 mpg at 125 mph..

you don't want bmw, this is your choice, but pls don't compare bmw to an aftermarket tuner even if the latter is expensive



anyway, it is your choice, but bmw can't be compared to hartge or schnitzer or even brabus."
4986,"i would not compare dinan with bmw. dinan is a tuner. bmw is professional engineering company.
but i have to disagree with remark regarding inline six limitations.
just take a look at inline 6 tvrs engines.
here is the spec for some of them:
3.6l, 350bhp, torque-290 ft.lbs.
4l, 380bhp, torque-349 ft.lbs."
4987,"sport car international has a comparo between the is350, pontiac5, c350 and 330i. when i saw the story i just knew how the car would rank: 330i, is350, pontiac5 and c350. however the actual ranking turned out to be 330i, c350, is350 and pontiac5 in that order from first to last. i couldn't believe it. at a glance, the is350 beat all others in acceleration and build quality but didn't cut it in when it came to driving. lack of character and the highest as-tested price were the gripes. they say its the kind of car you'd recommend to a friend, but wouldn't want yourself.

m"
4988,"thankfully a bmw 330i was used in the comparison.

i was all excited about buying a bmw 325xi touring. i test drove the 3 series touring many months ago and was hondad at how slugish it performed. my view was confirmed by two bmw325xit reviews from national post and a british car magazine called ""autocar"". both testers achieved 60mph in 8.0 seconds.

ouch!!!!

in canada they are currently selling a 06 bmw e90 323i with a 170 hp 2.5l engine . my 99 e46 bmw323i has 170 hp and accomplished 60mph in less than 8.0 seconds unfortunately the current 06 e90 323is gets to 60mph in 8.0 seconds.

ouch!!!

i know, i know you buy bmw for their handling. but is such sluggish performance from a company like bmw acceptable? imho the answer is no.
_"
